area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
Sangamvadi,near or inside a village,9am-12pm,cloudy,other motor vehicles,1-2year,right turn collision,neglect of civic bodies,45-54years,not known,followed too closely,50-70,road under construction/repair,4 Lanes or more with central divider,v junction,uncontolled,regular licence,female
Khadi Machiine Chowk,at pedestrian crossing,9pm-12am,cloudy,"car/jeep/taxi,buses(4 wheeler)",1-2year,rear end collision,fault of pedestrian,18-20years,not known,passed on hill,>70,Wet road,3 Lanes or more without central Divider Median,staggered jucntion,police controlled,without licence,male
Bhumkar Chowk,open area,3am-6am,cloudy,3 wheeler,>10,collision brush/side swip,weather condition,15-17years,above 10th std,alcohol intake,50-70,speed breaker,4 Lanes or more with central divider,t junction,traffic light signal,learners licence,male
Wadgaon Bridge,near petrol pump,3pm-6pm,light rain,"car/jeep/taxi,buses(4 wheeler)",2-4year,rear end collision,poor light,55-64years,9-10std,cut in sharply after passing,30-50,straight road,two lane,manned rail crossing,uncontolled,learners licence,male
Visharant Wadi,residential area,12pm-3pm,cloudy,other motor vehicles,>10,skiding,poor light,6-9years,above 10th std,failed to give signal,50-70,straight road,single lane,manned rail crossing,police controlled,others,male
Visharant Wadi,near or inside a village,6am-9am,light rain,3 wheeler,4-6year,head on collision,neglect of civic bodies,25-34years,above 10th std,give improper signal,30-50,Wet road,two lane,junction with >4 arms,police controlled,owner of private vehicle,male
Navale bridge,at pedestrian crossing,3pm-6pm,heavy rain,other motor vehicles,8-10year,rear end collision,neglect of civic bodies,35-44years,above 10th std,other improper passsing,<30,straight road,3 Lanes or more without central Divider Median,t junction,police controlled,without licence,female
Sangamvadi,near a recreation place/cinema,6am-9am,cloudy,2 wheeler,1-2year,head on collision,poor light,35-44years,above 10th std,followed too closely,30-50,muddy/oily/slippery,3 Lanes or more without central Divider Median,round about junction,police controlled,others,female
Magarpatta City-Hadapsar,near or inside a village,12am-3am,light rain,3 wheeler,2-4year,rear end collision,fault of pedestrian,21-24years,9-10std,excceding lawful speed,<30,incline road,two lane,manned rail crossing,flashing signal/blinker,owner of public commercial vehicle,male
Visharant Wadi,residential area,6pm-9pm,light rain,"trucks ,tempos,tracto",>10,head on collision,defect in road condition,21-24years,9-10std,passed on curve,<30,Wet road,single lane,staggered jucntion,traffic light signal,owner of public commercial vehicle,female
Pimple Saudagar,near a factory or indu. Area,6am-9am,heavy rain,2 wheeler,<1,skiding,weather condition,55-64years,9-10std,did not give right of way to pedestrian,30-50,Kutcha Roads,single lane,round about junction,uncontolled,owner of private vehicle,female
Magarpatta City-Hadapsar,near office complex,12pm-3pm,heavy rain,3 wheeler,2-4year,collision brush/side swip,defect in road condition,45-54years,upto 8th std,alcohol intake,>70,Wet road,4 Lanes or more with central divider,manned rail crossing,stop sign,owner of private vehicle,female
Navale bridge,narrow bridge or culverts,6pm-9pm,cloudy,2 wheeler,6-8year,skiding,defect in condition of motor vehicle,21-24years,9-10std,other improper passsing,<30,Kutcha Roads,single lane,manned rail crossing,stop sign,owner of public commercial vehicle,male
Navale bridge,near bus stop,3am-6am,cloudy,3 wheeler,>10,collision brush/side swip,neglect of civic bodies,45-54years,upto 8th std,did not give right of way to pedestrian,>70,Kutcha Roads,3 Lanes or more without central Divider Median,manned rail crossing,stop sign,regular licence,female
Khadi Machiine Chowk,near a factory or indu. Area,9am-12pm,light rain,2 wheeler,2-4year,rear end collision,neglect of civic bodies,6-9years,9-10std,alcohol intake,50-70,road under construction/repair,two lane,four arm junction,police controlled,learners licence,female
Wadgaon Bridge,near a factory or indu. Area,9pm-12am,cloudy,"trucks ,tempos,tracto",8-10year,head on collision,weather condition,65 and above,above 10th std,did not give right of way to vehicle,<30,road under construction/repair,single lane,four arm junction,stop sign,regular licence,male
Khadi Machiine Chowk,near office complex,3am-6am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",<1,hit and run,defect in condition of motor vehicle,45-54years,not known,other improper passsing,>70,road under construction/repair,4 Lanes or more with central divider,four arm junction,uncontolled,paid driver,male
Visharant Wadi,residential area,3am-6am,light rain,"trucks ,tempos,tracto",<1,skiding,fault of pedestrian,<5years,above 10th std,failed to give signal,50-70,Wet road,single lane,t junction,flashing signal/blinker,owner of private vehicle,male
Chandani Chowk-Bavdhan,near petrol pump,9am-12pm,fine,other motor vehicles,1-2year,hit and run,fault of driver,18-20years,above 10th std,on wrong side of the road,50-70,Kutcha Roads,two lane,junction with >4 arms,police controlled,owner of private vehicle,female
Sangamvadi,near petrol pump,3am-6am,light rain,"trucks ,tempos,tracto",1-2year,hit and run,neglect of civic bodies,<5years,above 10th std,on wrong side of the road,50-70,Kutcha Roads,two lane,round about junction,uncontolled,owner of private vehicle,male
Magarpatta City-Hadapsar,residential area,3pm-6pm,fine,other motor vehicles,2-4year,collision brush/side swip,poor light,6-9years,above 10th std,give improper signal,30-50,incline road,4 Lanes or more with central divider,junction with >4 arms,flashing signal/blinker,paid driver,female
Visharant Wadi,near a religious place,9am-12pm,heavy rain,"trucks ,tempos,tracto",4-6year,collision brush/side swip,weather condition,35-44years,9-10std,alcohol intake,50-70,Wet road,4 Lanes or more with central divider,v junction,police controlled,learners licence,male
Pimple Saudagar,in bazar,12pm-3pm,light rain,"trucks ,tempos,tracto",<1,skiding,defect in condition of motor vehicle,45-54years,above 10th std,on wrong side of the road,<30,Wet road,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,others,male
Sangamvadi,near bus stop,6am-9am,light rain,"trucks ,tempos,tracto",6-8year,overturning,poor light,21-24years,upto 8th std,passed on hill,>70,straight road,two lane,unmanned rail crossing,uncontolled,learners licence,male
Magarpatta City-Hadapsar,near petrol pump,12am-3am,fine,"trucks ,tempos,tracto",4-6year,hit and run,defect in road condition,21-24years,9-10std,on wrong side of the road,50-70,Surfaced Roads,4 Lanes or more with central divider,four arm junction,flashing signal/blinker,without licence,female
Wadgaon Bridge,residential area,3pm-6pm,cloudy,3 wheeler,6-8year,right turn collision,weather condition,<5years,above 10th std,alcohol intake,<30,Wet road,3 Lanes or more without central Divider Median,t junction,uncontolled,others,female
Magarpatta City-Hadapsar,near a religious place,9pm-12am,heavy rain,other motor vehicles,4-6year,skiding,defect in condition of motor vehicle,18-20years,upto 8th std,did not give right of way to vehicle,50-70,Wet road,4 Lanes or more with central divider,v junction,uncontolled,without licence,male
Bhumkar Chowk,near a religious place,3pm-6pm,cloudy,3 wheeler,>10,overturning,defect in condition of motor vehicle,55-64years,upto 8th std,excceding lawful speed,50-70,incline road,single lane,t junction,stop sign,regular licence,female
Chandani Chowk-Bavdhan,residential area,6pm-9pm,light rain,2 wheeler,<1,rear end collision,weather condition,55-64years,upto 8th std,failed to give signal,30-50,Kutcha Roads,two lane,v junction,traffic light signal,owner of public commercial vehicle,male
Khadi Machiine Chowk,in bazar,3pm-6pm,cloudy,other motor vehicles,6-8year,rear end collision,poor light,21-24years,9-10std,failed to give signal,30-50,Kutcha Roads,single lane,v junction,traffic light signal,paid driver,female
Visharant Wadi,near a religious place,3pm-6pm,fine,3 wheeler,2-4year,overturning,fault of pedestrian,15-17years,not known,passed on curve,50-70,Kutcha Roads,4 Lanes or more with central divider,v junction,traffic light signal,without licence,female
Khadi Machiine Chowk,open area,9pm-12am,fine,3 wheeler,4-6year,rear end collision,defect in road condition,10-14years,not known,passed on curve,<30,rutted/pot holes,3 Lanes or more without central Divider Median,v junction,uncontolled,learners licence,male
Bhumkar Chowk,near hospital,12pm-3pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",>10,hit and run,weather condition,10-14years,not known,cut in sharply after passing,50-70,road under construction/repair,single lane,manned rail crossing,traffic light signal,without licence,male
Sangamvadi,narrow bridge or culverts,12pm-3pm,cloudy,"trucks ,tempos,tracto",<1,collision brush/side swip,fault of driver,6-9years,not known,passed on curve,30-50,straight road,two lane,four arm junction,traffic light signal,owner of public commercial vehicle,female
Bhumkar Chowk,narrow bridge or culverts,12pm-3pm,heavy rain,other motor vehicles,8-10year,head on collision,defect in road condition,45-54years,9-10std,excceding lawful speed,30-50,muddy/oily/slippery,single lane,v junction,stop sign,owner of private vehicle,male
Bhumkar Chowk,narrow bridge or culverts,3am-6am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",>10,hit and run,poor light,<5years,above 10th std,on wrong side of the road,<30,rutted/pot holes,4 Lanes or more with central divider,unmanned rail crossing,uncontolled,learners licence,male
Magarpatta City-Hadapsar,near or inside a village,3am-6am,heavy rain,other motor vehicles,>10,overturning,neglect of civic bodies,25-34years,9-10std,excceding lawful speed,>70,Wet road,two lane,t junction,uncontolled,regular licence,male
Bhumkar Chowk,near hospital,12am-3am,light rain,"car/jeep/taxi,buses(4 wheeler)",1-2year,overturning,fault of driver,unknown age,not known,on wrong side of the road,50-70,muddy/oily/slippery,4 Lanes or more with central divider,four arm junction,stop sign,owner of private vehicle,female
Navale bridge,in bazar,3pm-6pm,fine,other motor vehicles,2-4year,overturning,poor light,65 and above,above 10th std,on wrong side of the road,50-70,road under construction/repair,3 Lanes or more without central Divider Median,four arm junction,stop sign,paid driver,male
Sangamvadi,near a factory or indu. Area,9pm-12am,heavy rain,2 wheeler,8-10year,head on collision,poor light,18-20years,not known,passed on hill,50-70,Surfaced Roads,two lane,round about junction,uncontolled,without licence,female
Pimple Saudagar,near bus stop,9pm-12am,light rain,3 wheeler,1-2year,overturning,fault of pedestrian,6-9years,not known,did not give right of way to pedestrian,<30,rutted/pot holes,4 Lanes or more with central divider,junction with >4 arms,uncontolled,owner of private vehicle,male
Sangamvadi,open area,9pm-12am,light rain,other motor vehicles,6-8year,skiding,weather condition,18-20years,9-10std,passed on curve,<30,speed breaker,3 Lanes or more without central Divider Median,junction with >4 arms,police controlled,paid driver,male
Sangamvadi,near a recreation place/cinema,9am-12pm,cloudy,3 wheeler,<1,head on collision,defect in condition of motor vehicle,21-24years,above 10th std,followed too closely,50-70,Kutcha Roads,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,owner of public commercial vehicle,female
Pimple Saudagar,near school/college,3am-6am,heavy rain,3 wheeler,>10,hit and run,defect in road condition,10-14years,upto 8th std,excceding lawful speed,>70,speed breaker,single lane,manned rail crossing,stop sign,owner of public commercial vehicle,female
Wadgaon Bridge,narrow bridge or culverts,3am-6am,heavy rain,other motor vehicles,2-4year,collision brush/side swip,neglect of civic bodies,45-54years,9-10std,give improper signal,>70,speed breaker,4 Lanes or more with central divider,unmanned rail crossing,traffic light signal,owner of public commercial vehicle,female
Visharant Wadi,in bazar,3pm-6pm,fine,2 wheeler,<1,collision brush/side swip,fault of driver,65 and above,9-10std,cut in sharply after passing,>70,straight road,single lane,round about junction,police controlled,learners licence,female
Sangamvadi,near a religious place,9am-12pm,cloudy,2 wheeler,1-2year,head on collision,defect in road condition,55-64years,above 10th std,give improper signal,<30,muddy/oily/slippery,4 Lanes or more with central divider,t junction,traffic light signal,paid driver,female
Magarpatta City-Hadapsar,at pedestrian crossing,12pm-3pm,cloudy,other motor vehicles,6-8year,overturning,defect in road condition,65 and above,above 10th std,passed on curve,>70,road under construction/repair,two lane,round about junction,traffic light signal,others,female
Sangamvadi,residential area,6am-9am,fine,3 wheeler,2-4year,rear end collision,fault of pedestrian,10-14years,9-10std,passed on curve,30-50,Surfaced Roads,4 Lanes or more with central divider,manned rail crossing,police controlled,paid driver,female
Chandani Chowk-Bavdhan,near a religious place,9am-12pm,cloudy,2 wheeler,<1,collision brush/side swip,fault of pedestrian,6-9years,above 10th std,failed to give signal,30-50,muddy/oily/slippery,two lane,t junction,uncontolled,owner of public commercial vehicle,female
Bhumkar Chowk,near hospital,9pm-12am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,overturning,fault of pedestrian,35-44years,9-10std,give improper signal,<30,muddy/oily/slippery,4 Lanes or more with central divider,junction with >4 arms,traffic light signal,paid driver,female
Pimple Saudagar,at pedestrian crossing,9am-12pm,heavy rain,3 wheeler,1-2year,head on collision,weather condition,<5years,above 10th std,cut in sharply after passing,<30,straight road,4 Lanes or more with central divider,round about junction,police controlled,owner of public commercial vehicle,male
Magarpatta City-Hadapsar,near hospital,6pm-9pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",<1,hit and run,defect in road condition,65 and above,not known,followed too closely,<30,incline road,4 Lanes or more with central divider,manned rail crossing,stop sign,without licence,female
Wadgaon Bridge,at pedestrian crossing,12pm-3pm,heavy rain,2 wheeler,4-6year,skiding,neglect of civic bodies,55-64years,above 10th std,did not give right of way to vehicle,<30,Kutcha Roads,4 Lanes or more with central divider,staggered jucntion,traffic light signal,owner of private vehicle,male
Magarpatta City-Hadapsar,near school/college,3pm-6pm,light rain,"trucks ,tempos,tracto",4-6year,rear end collision,poor light,25-34years,above 10th std,passed on curve,50-70,Kutcha Roads,two lane,staggered jucntion,flashing signal/blinker,owner of private vehicle,female
Visharant Wadi,near hospital,6am-9am,heavy rain,other motor vehicles,8-10year,head on collision,poor light,25-34years,above 10th std,did not give right of way to pedestrian,30-50,road under construction/repair,single lane,v junction,police controlled,regular licence,male
Pimple Saudagar,near office complex,6am-9am,fine,2 wheeler,8-10year,head on collision,weather condition,18-20years,9-10std,other improper passsing,>70,Wet road,single lane,junction with >4 arms,uncontolled,paid driver,male
Khadi Machiine Chowk,near hospital,6pm-9pm,fine,2 wheeler,6-8year,collision brush/side swip,fault of driver,35-44years,not known,did not give right of way to vehicle,<30,road under construction/repair,4 Lanes or more with central divider,four arm junction,traffic light signal,owner of public commercial vehicle,male
Khadi Machiine Chowk,near petrol pump,3am-6am,heavy rain,other motor vehicles,4-6year,collision brush/side swip,weather condition,15-17years,not known,did not give right of way to pedestrian,30-50,muddy/oily/slippery,4 Lanes or more with central divider,staggered jucntion,traffic light signal,others,male
Chandani Chowk-Bavdhan,near a religious place,6am-9am,light rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,hit and run,fault of driver,18-20years,above 10th std,give improper signal,50-70,incline road,3 Lanes or more without central Divider Median,unmanned rail crossing,stop sign,without licence,female
Magarpatta City-Hadapsar,near petrol pump,12am-3am,fine,"car/jeep/taxi,buses(4 wheeler)",4-6year,right turn collision,fault of pedestrian,21-24years,9-10std,on wrong side of the road,>70,Surfaced Roads,4 Lanes or more with central divider,unmanned rail crossing,traffic light signal,learners licence,female
Wadgaon Bridge,near or inside a village,3am-6am,cloudy,3 wheeler,4-6year,overturning,defect in road condition,18-20years,not known,other improper passsing,<30,straight road,3 Lanes or more without central Divider Median,v junction,stop sign,regular licence,female
Magarpatta City-Hadapsar,near hospital,9am-12pm,cloudy,other motor vehicles,<1,right turn collision,defect in condition of motor vehicle,<5years,above 10th std,passed on hill,30-50,incline road,3 Lanes or more without central Divider Median,round about junction,uncontolled,without licence,female
Chandani Chowk-Bavdhan,near office complex,6pm-9pm,light rain,3 wheeler,<1,right turn collision,weather condition,18-20years,above 10th std,give improper signal,30-50,Surfaced Roads,single lane,four arm junction,flashing signal/blinker,without licence,female
Pimple Saudagar,near a factory or indu. Area,12pm-3pm,cloudy,3 wheeler,1-2year,skiding,fault of driver,25-34years,not known,other improper passsing,50-70,incline road,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,learners licence,male
Wadgaon Bridge,at pedestrian crossing,9am-12pm,heavy rain,"trucks ,tempos,tracto",8-10year,skiding,defect in condition of motor vehicle,55-64years,9-10std,alcohol intake,>70,Surfaced Roads,3 Lanes or more without central Divider Median,four arm junction,uncontolled,paid driver,female
Visharant Wadi,open area,12pm-3pm,heavy rain,3 wheeler,1-2year,skiding,defect in condition of motor vehicle,6-9years,upto 8th std,cut in sharply after passing,>70,incline road,single lane,round about junction,traffic light signal,without licence,female
Navale bridge,near hospital,3pm-6pm,cloudy,2 wheeler,6-8year,rear end collision,defect in road condition,15-17years,above 10th std,give improper signal,50-70,road under construction/repair,single lane,round about junction,flashing signal/blinker,learners licence,female
Navale bridge,near a factory or indu. Area,6am-9am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",<1,collision brush/side swip,fault of driver,45-54years,above 10th std,excceding lawful speed,<30,Surfaced Roads,single lane,junction with >4 arms,police controlled,paid driver,female
Sangamvadi,near a factory or indu. Area,6am-9am,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,hit and run,neglect of civic bodies,10-14years,not known,passed on hill,<30,muddy/oily/slippery,two lane,four arm junction,police controlled,without licence,male
Navale bridge,in bazar,9pm-12am,heavy rain,other motor vehicles,1-2year,rear end collision,neglect of civic bodies,<5years,not known,failed to give signal,>70,muddy/oily/slippery,4 Lanes or more with central divider,v junction,police controlled,owner of private vehicle,male
Chandani Chowk-Bavdhan,near bus stop,9pm-12am,fine,"car/jeep/taxi,buses(4 wheeler)",2-4year,overturning,defect in road condition,<5years,upto 8th std,on wrong side of the road,>70,straight road,3 Lanes or more without central Divider Median,staggered jucntion,police controlled,without licence,female
Sangamvadi,open area,3am-6am,light rain,3 wheeler,1-2year,overturning,defect in road condition,35-44years,not known,failed to give signal,<30,Kutcha Roads,single lane,v junction,uncontolled,regular licence,male
Wadgaon Bridge,open area,12am-3am,heavy rain,other motor vehicles,>10,rear end collision,weather condition,21-24years,above 10th std,cut in sharply after passing,>70,muddy/oily/slippery,single lane,junction with >4 arms,flashing signal/blinker,paid driver,male
Wadgaon Bridge,residential area,9am-12pm,light rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,skiding,neglect of civic bodies,18-20years,9-10std,followed too closely,<30,straight road,two lane,t junction,police controlled,owner of public commercial vehicle,female
Bhumkar Chowk,near bus stop,3pm-6pm,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,overturning,fault of pedestrian,18-20years,upto 8th std,on wrong side of the road,50-70,rutted/pot holes,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,others,male
Sangamvadi,at pedestrian crossing,3am-6am,light rain,other motor vehicles,2-4year,right turn collision,fault of driver,25-34years,above 10th std,failed to give signal,>70,incline road,4 Lanes or more with central divider,unmanned rail crossing,traffic light signal,learners licence,female
Bhumkar Chowk,near petrol pump,3pm-6pm,light rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,overturning,defect in road condition,<5years,above 10th std,on wrong side of the road,50-70,muddy/oily/slippery,two lane,staggered jucntion,stop sign,regular licence,male
Chandani Chowk-Bavdhan,near petrol pump,6pm-9pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",1-2year,right turn collision,fault of pedestrian,65 and above,not known,followed too closely,>70,Surfaced Roads,single lane,staggered jucntion,flashing signal/blinker,others,female
Magarpatta City-Hadapsar,near a factory or indu. Area,9pm-12am,cloudy,"trucks ,tempos,tracto",1-2year,skiding,defect in road condition,15-17years,not known,passed on curve,>70,speed breaker,single lane,unmanned rail crossing,stop sign,without licence,female
Visharant Wadi,near bus stop,6pm-9pm,cloudy,2 wheeler,1-2year,hit and run,weather condition,6-9years,above 10th std,alcohol intake,<30,Kutcha Roads,3 Lanes or more without central Divider Median,v junction,police controlled,owner of public commercial vehicle,male
Sangamvadi,near a factory or indu. Area,6am-9am,light rain,other motor vehicles,6-8year,skiding,fault of pedestrian,15-17years,above 10th std,give improper signal,>70,incline road,3 Lanes or more without central Divider Median,v junction,flashing signal/blinker,others,female
Chandani Chowk-Bavdhan,near office complex,12pm-3pm,light rain,3 wheeler,<1,overturning,fault of pedestrian,6-9years,above 10th std,other improper passsing,50-70,incline road,single lane,staggered jucntion,flashing signal/blinker,owner of private vehicle,female
Magarpatta City-Hadapsar,near bus stop,6pm-9pm,heavy rain,2 wheeler,6-8year,rear end collision,neglect of civic bodies,<5years,9-10std,passed on curve,>70,incline road,3 Lanes or more without central Divider Median,junction with >4 arms,police controlled,without licence,female
Khadi Machiine Chowk,near a recreation place/cinema,12pm-3pm,heavy rain,"trucks ,tempos,tracto",8-10year,collision brush/side swip,weather condition,<5years,above 10th std,on wrong side of the road,<30,Surfaced Roads,3 Lanes or more without central Divider Median,t junction,uncontolled,without licence,male
Navale bridge,narrow bridge or culverts,6pm-9pm,heavy rain,3 wheeler,1-2year,rear end collision,fault of pedestrian,45-54years,not known,cut in sharply after passing,>70,muddy/oily/slippery,3 Lanes or more without central Divider Median,t junction,police controlled,learners licence,male
Bhumkar Chowk,in bazar,3pm-6pm,heavy rain,2 wheeler,6-8year,head on collision,neglect of civic bodies,<5years,upto 8th std,passed on curve,30-50,Surfaced Roads,single lane,junction with >4 arms,police controlled,without licence,male
Visharant Wadi,at pedestrian crossing,3pm-6pm,fine,3 wheeler,8-10year,right turn collision,defect in condition of motor vehicle,10-14years,not known,passed on hill,30-50,incline road,single lane,manned rail crossing,uncontolled,owner of private vehicle,female
Navale bridge,near a religious place,3am-6am,light rain,"trucks ,tempos,tracto",8-10year,head on collision,fault of pedestrian,18-20years,upto 8th std,followed too closely,50-70,Kutcha Roads,4 Lanes or more with central divider,t junction,uncontolled,paid driver,female
Bhumkar Chowk,near a recreation place/cinema,6am-9am,fine,2 wheeler,<1,right turn collision,neglect of civic bodies,65 and above,9-10std,other improper passsing,30-50,Kutcha Roads,4 Lanes or more with central divider,round about junction,stop sign,owner of public commercial vehicle,female
Pimple Saudagar,residential area,12am-3am,light rain,other motor vehicles,8-10year,rear end collision,defect in condition of motor vehicle,45-54years,above 10th std,excceding lawful speed,50-70,muddy/oily/slippery,4 Lanes or more with central divider,unmanned rail crossing,stop sign,paid driver,male
Visharant Wadi,near bus stop,12am-3am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,rear end collision,neglect of civic bodies,21-24years,upto 8th std,did not give right of way to pedestrian,30-50,Surfaced Roads,single lane,v junction,stop sign,without licence,female
Wadgaon Bridge,near bus stop,3am-6am,cloudy,"car/jeep/taxi,buses(4 wheeler)",>10,rear end collision,poor light,55-64years,upto 8th std,excceding lawful speed,30-50,Surfaced Roads,single lane,manned rail crossing,stop sign,paid driver,male
Wadgaon Bridge,in bazar,9pm-12am,heavy rain,2 wheeler,6-8year,hit and run,poor light,15-17years,9-10std,followed too closely,>70,Surfaced Roads,single lane,unmanned rail crossing,flashing signal/blinker,regular licence,male
Visharant Wadi,near office complex,12pm-3pm,fine,2 wheeler,6-8year,skiding,defect in road condition,45-54years,9-10std,excceding lawful speed,30-50,incline road,4 Lanes or more with central divider,manned rail crossing,flashing signal/blinker,without licence,male
Bhumkar Chowk,open area,6pm-9pm,heavy rain,other motor vehicles,2-4year,skiding,defect in road condition,55-64years,9-10std,followed too closely,<30,Wet road,two lane,unmanned rail crossing,flashing signal/blinker,paid driver,female
Khadi Machiine Chowk,at pedestrian crossing,9am-12pm,light rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,head on collision,weather condition,unknown age,not known,passed on hill,50-70,speed breaker,two lane,four arm junction,traffic light signal,others,female
Wadgaon Bridge,near bus stop,6pm-9pm,cloudy,3 wheeler,1-2year,right turn collision,poor light,65 and above,upto 8th std,passed on hill,50-70,Kutcha Roads,4 Lanes or more with central divider,unmanned rail crossing,flashing signal/blinker,paid driver,female
Khadi Machiine Chowk,near office complex,9am-12pm,fine,2 wheeler,<1,rear end collision,defect in road condition,25-34years,9-10std,passed on curve,<30,incline road,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,without licence,female
Wadgaon Bridge,near petrol pump,3am-6am,cloudy,other motor vehicles,4-6year,hit and run,defect in road condition,6-9years,upto 8th std,passed on curve,>70,Kutcha Roads,single lane,four arm junction,flashing signal/blinker,owner of private vehicle,female
Chandani Chowk-Bavdhan,residential area,3pm-6pm,light rain,2 wheeler,<1,head on collision,defect in condition of motor vehicle,25-34years,above 10th std,on wrong side of the road,>70,rutted/pot holes,4 Lanes or more with central divider,t junction,stop sign,regular licence,male
Khadi Machiine Chowk,near bus stop,12pm-3pm,light rain,3 wheeler,>10,right turn collision,defect in road condition,<5years,above 10th std,on wrong side of the road,30-50,Wet road,two lane,four arm junction,traffic light signal,learners licence,female
Wadgaon Bridge,narrow bridge or culverts,9am-12pm,cloudy,2 wheeler,6-8year,right turn collision,weather condition,<5years,9-10std,did not give right of way to pedestrian,<30,speed breaker,3 Lanes or more without central Divider Median,junction with >4 arms,flashing signal/blinker,others,male
Visharant Wadi,narrow bridge or culverts,12am-3am,light rain,3 wheeler,4-6year,overturning,defect in condition of motor vehicle,35-44years,above 10th std,alcohol intake,>70,straight road,single lane,unmanned rail crossing,stop sign,without licence,male
Visharant Wadi,near petrol pump,3am-6am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,hit and run,neglect of civic bodies,6-9years,upto 8th std,give improper signal,30-50,muddy/oily/slippery,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,owner of private vehicle,female
Sangamvadi,near school/college,9am-12pm,light rain,2 wheeler,<1,overturning,neglect of civic bodies,55-64years,above 10th std,excceding lawful speed,<30,Wet road,single lane,staggered jucntion,flashing signal/blinker,owner of public commercial vehicle,male
Pimple Saudagar,near a religious place,9am-12pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",4-6year,right turn collision,defect in road condition,18-20years,above 10th std,on wrong side of the road,30-50,speed breaker,4 Lanes or more with central divider,v junction,stop sign,learners licence,female
Visharant Wadi,near office complex,9am-12pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,right turn collision,defect in road condition,unknown age,9-10std,other improper passsing,<30,speed breaker,3 Lanes or more without central Divider Median,manned rail crossing,uncontolled,owner of public commercial vehicle,male
Visharant Wadi,near or inside a village,3pm-6pm,fine,other motor vehicles,2-4year,skiding,defect in road condition,21-24years,not known,cut in sharply after passing,>70,Surfaced Roads,single lane,v junction,police controlled,others,female
Bhumkar Chowk,narrow bridge or culverts,9pm-12am,cloudy,"trucks ,tempos,tracto",6-8year,collision brush/side swip,fault of driver,25-34years,9-10std,did not give right of way to vehicle,>70,muddy/oily/slippery,single lane,unmanned rail crossing,police controlled,owner of private vehicle,female
Chandani Chowk-Bavdhan,residential area,3am-6am,cloudy,2 wheeler,4-6year,overturning,weather condition,6-9years,9-10std,passed on hill,>70,muddy/oily/slippery,4 Lanes or more with central divider,t junction,uncontolled,others,male
Chandani Chowk-Bavdhan,near school/college,3am-6am,light rain,2 wheeler,<1,rear end collision,fault of pedestrian,65 and above,upto 8th std,passed on curve,>70,speed breaker,4 Lanes or more with central divider,manned rail crossing,traffic light signal,without licence,male
Bhumkar Chowk,near office complex,12am-3am,heavy rain,other motor vehicles,2-4year,right turn collision,fault of driver,18-20years,above 10th std,give improper signal,30-50,incline road,3 Lanes or more without central Divider Median,staggered jucntion,uncontolled,learners licence,male
Chandani Chowk-Bavdhan,near a religious place,12pm-3pm,light rain,"trucks ,tempos,tracto",4-6year,hit and run,defect in condition of motor vehicle,45-54years,9-10std,excceding lawful speed,50-70,road under construction/repair,single lane,manned rail crossing,stop sign,paid driver,male
Wadgaon Bridge,near bus stop,9am-12pm,light rain,"trucks ,tempos,tracto",6-8year,hit and run,neglect of civic bodies,15-17years,not known,on wrong side of the road,>70,muddy/oily/slippery,single lane,staggered jucntion,police controlled,regular licence,male
Pimple Saudagar,at pedestrian crossing,9am-12pm,light rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,collision brush/side swip,defect in condition of motor vehicle,6-9years,9-10std,did not give right of way to pedestrian,30-50,muddy/oily/slippery,two lane,staggered jucntion,stop sign,owner of public commercial vehicle,female
Navale bridge,near petrol pump,6pm-9pm,heavy rain,3 wheeler,<1,overturning,neglect of civic bodies,25-34years,above 10th std,followed too closely,50-70,incline road,3 Lanes or more without central Divider Median,t junction,flashing signal/blinker,learners licence,male
